KEGG	GS115_MIT
ppa:PAS_chr2-2_0088	lcl|CP014716.1_cds_AOA67029.1_2735
ppa:PAS_chr2-2_0088	lcl|CP014716.1_cds_AOA67029.1_2735
ppa:PAS_chr2-2_0087	lcl|CP014716.1_cds_AOA67587.1_2736
ppa:PAS_chr2-2_0086	lcl|CP014716.1_cds_AOA67897.1_2737
ppa:PAS_chr2-2_0085	lcl|CP014716.1_cds_AOA67337.1_2738
ppa:PAS_chr2-2_0459	lcl|CP014716.1_cds_AOA67714.1_2739
ppa:PAS_chr2-2_0084	lcl|CP014716.1_cds_AOA67745.1_2740
ppa:PAS_chr2-2_0083	lcl|CP014716.1_cds_AOA67317.1_2741
ppa:PAS_chr2-2_0082	lcl|CP014716.1_cds_AOA67109.1_2742
ppa:PAS_chr2-2_0081	lcl|CP014716.1_cds_AOA67378.1_2743
ppa:PAS_chr2-2_0080	lcl|CP014716.1_cds_AOA68110.1_2744
ppa:PAS_chr2-2_0079	lcl|CP014716.1_cds_AOA67202.1_2745
ppa:PAS_chr2-2_0078	lcl|CP014716.1_cds_AOA67898.1_2746
ppa:PAS_chr2-2_0458	lcl|CP014716.1_cds_AOA67942.1_2747
ppa:PAS_chr2-2_0077	lcl|CP014716.1_cds_AOA67054.1_2748
ppa:PAS_chr2-2_0457	lcl|CP014716.1_cds_AOA67835.1_2749
ppa:PAS_chr2-2_0076	lcl|CP014716.1_cds_AOA67886.1_2750
ppa:PAS_chr2-2_0075	lcl|CP014716.1_cds_AOA68148.1_2751
ppa:PAS_chr2-2_0074	lcl|CP014716.1_cds_AOA67017.1_2752
ppa:PAS_chr2-2_0455	lcl|CP014716.1_cds_AOA67648.1_2753
ppa:PAS_chr2-2_0073	lcl|CP014716.1_cds_AOA67191.1_2754
ppa:PAS_chr2-2_0456	lcl|CP014716.1_cds_AOA67252.1_2755
ppa:PAS_chr2-2_0072	lcl|CP014716.1_cds_AOA68062.1_2756
ppa:PAS_chr2-2_0071	lcl|CP014716.1_cds_AOA66922.1_2757
ppa:PAS_chr2-2_0070	lcl|CP014716.1_cds_AOA67060.1_2758
ppa:PAS_chr2-2_0068	lcl|CP014716.1_cds_AOA68050.1_2759
ppa:PAS_chr2-2_0068	lcl|CP014716.1_cds_AOA68050.1_2759
ppa:PAS_chr2-2_0067	lcl|CP014716.1_cds_AOA66988.1_2760
ppa:PAS_chr2-2_0066	lcl|CP014716.1_cds_AOA67666.1_2761
ppa:PAS_chr2-2_0065	lcl|CP014716.1_cds_AOA67140.1_2762
ppa:PAS_chr2-2_0454	lcl|CP014716.1_cds_AOA67284.1_2763
ppa:PAS_chr2-2_0064	lcl|CP014716.1_cds_AOA67707.1_2764
ppa:PAS_chr2-2_0063	lcl|CP014716.1_cds_AOA67828.1_2765
ppa:PAS_chr2-2_0062	lcl|CP014716.1_cds_AOA68145.1_2766
ppa:PAS_chr2-2_0061	lcl|CP014716.1_cds_AOA67904.1_2768
ppa:PAS_chr2-2_0060	lcl|CP014716.1_cds_AOA67588.1_2769
ppa:PAS_chr2-2_0060	lcl|CP014716.1_cds_AOA67588.1_2769
ppa:PAS_chr2-2_0059	lcl|CP014716.1_cds_AOA67099.1_2770
ppa:PAS_chr2-2_0058	lcl|CP014716.1_cds_AOA67328.1_2771
ppa:PAS_chr2-2_0057	lcl|CP014716.1_cds_AOA67627.1_2772
ppa:PAS_chr2-2_0056	lcl|CP014716.1_cds_AOA67112.1_2773
ppa:PAS_chr2-2_0055	lcl|CP014716.1_cds_AOA67087.1_2774
ppa:PAS_chr2-2_0054	lcl|CP014716.1_cds_AOA67295.1_2775
ppa:PAS_chr2-2_0053	lcl|CP014716.1_cds_AOA67551.1_2776
ppa:PAS_chr2-2_0052	lcl|CP014716.1_cds_AOA67961.1_2777
ppa:PAS_chr2-2_0051	lcl|CP014716.1_cds_AOA67601.1_2778
ppa:PAS_chr2-2_0453	lcl|CP014716.1_cds_AOA67921.1_2779
ppa:PAS_chr2-2_0050	lcl|CP014716.1_cds_AOA66979.1_2780
ppa:PAS_chr2-2_0049	lcl|CP014716.1_cds_AOA67274.1_2781
ppa:PAS_chr2-2_0048	lcl|CP014716.1_cds_AOA67173.1_2782
ppa:PAS_chr2-2_0047	lcl|CP014716.1_cds_AOA67368.1_2783
ppa:PAS_chr2-2_0046	lcl|CP014716.1_cds_AOA68029.1_2784
ppa:PAS_chr2-2_0045	lcl|CP014716.1_cds_AOA67448.1_2785
ppa:PAS_chr2-2_0044	lcl|CP014716.1_cds_AOA67072.1_2786
ppa:PAS_chr2-2_0043	lcl|CP014716.1_cds_AOA67822.1_2788
ppa:PAS_chr2-2_0042	lcl|CP014716.1_cds_AOA67124.1_2789
ppa:PAS_chr2-2_0041	lcl|CP014716.1_cds_AOA67111.1_2790
ppa:PAS_chr2-2_0452	lcl|CP014716.1_cds_AOA68112.1_2791
ppa:PAS_chr2-2_0040	lcl|CP014716.1_cds_AOA67549.1_2792
ppa:PAS_chr2-2_0451	lcl|CP014716.1_cds_AOA67064.1_2793
ppa:PAS_chr2-2_0039	lcl|CP014716.1_cds_AOA67355.1_2794
ppa:PAS_chr2-2_0038	lcl|CP014716.1_cds_AOA68159.1_2795
ppa:PAS_chr2-2_0037	lcl|CP014716.1_cds_AOA67339.1_2796
ppa:PAS_chr2-2_0036	lcl|CP014716.1_cds_AOA67775.1_2797
ppa:PAS_chr2-2_0035	lcl|CP014716.1_cds_AOA67577.1_2798
ppa:PAS_chr2-2_0034	lcl|CP014716.1_cds_AOA67852.1_2799
ppa:PAS_chr2-2_0033	lcl|CP014716.1_cds_AOA67900.1_2800
ppa:PAS_chr2-2_0032	lcl|CP014716.1_cds_AOA67769.1_2801
ppa:PAS_chr2-2_0031	lcl|CP014716.1_cds_AOA67019.1_2802
ppa:PAS_chr2-2_0030	lcl|CP014716.1_cds_AOA67740.1_2803
ppa:PAS_chr2-2_0029	lcl|CP014716.1_cds_AOA67199.1_2804
ppa:PAS_chr2-2_0450	lcl|CP014716.1_cds_AOA67360.1_2805
ppa:PAS_chr2-2_0449	lcl|CP014716.1_cds_AOA67214.1_2806
ppa:PAS_chr2-2_0028	lcl|CP014716.1_cds_AOA67009.1_2807
ppa:PAS_chr2-2_0027	lcl|CP014716.1_cds_AOA67973.1_2808
ppa:PAS_chr2-2_0025	lcl|CP014716.1_cds_AOA67309.1_2810
ppa:PAS_chr2-2_0024	lcl|CP014716.1_cds_AOA68017.1_2811
ppa:PAS_chr2-2_0023	lcl|CP014716.1_cds_AOA67969.1_2812
ppa:PAS_chr2-2_0022	lcl|CP014716.1_cds_AOA67313.1_2813
ppa:PAS_chr2-2_0021	lcl|CP014716.1_cds_AOA66992.1_2814
ppa:PAS_chr2-2_0019	lcl|CP014716.1_cds_AOA68014.1_2815
ppa:PAS_chr2-2_0018	lcl|CP014716.1_cds_AOA67850.1_2816
ppa:PAS_chr2-2_0017	lcl|CP014716.1_cds_AOA67778.1_2817
ppa:PAS_chr2-2_0448	lcl|CP014716.1_cds_AOA67462.1_2818
ppa:PAS_chr2-2_0016	lcl|CP014716.1_cds_AOA67762.1_2819
ppa:PAS_chr2-2_0015	lcl|CP014716.1_cds_AOA66965.1_2820
ppa:PAS_chr2-2_0014	lcl|CP014716.1_cds_AOA68018.1_2821
ppa:PAS_chr2-2_0013	lcl|CP014716.1_cds_AOA67102.1_2822
ppa:PAS_chr2-2_0012	lcl|CP014716.1_cds_AOA67104.1_2823
ppa:PAS_chr2-2_0011	lcl|CP014716.1_cds_AOA67104.1_2823
ppa:PAS_chr2-2_0009	lcl|CP014716.1_cds_AOA66949.1_2824
ppa:PAS_chr2-2_0005	lcl|CP014716.1_cds_AOA68114.1_2826
ppa:PAS_chr2-2_0005	lcl|CP014715.1_cds_AOA66368.1_843
ppa:PAS_chr2-2_0003	lcl|CP014716.1_cds_AOA67130.1_2827
ppa:PAS_chr2-2_0003	lcl|CP014715.1_cds_AOA65498.1_1548
ppa:PAS_chr2-2_0003	lcl|CP014715.1_cds_AOA65831.1_1355
ppa:PAS_chr2-2_0003	lcl|CP014715.1_cds_AOA65831.1_1355
ppa:PAS_chr3_0002	lcl|CP014715.1_cds_AOA66070.1_1549
ppa:PAS_chr3_0002	lcl|CP014718.1_cds_AOA70184.1_4054
ppa:PAS_chr3_0002	lcl|CP014718.1_cds_AOA69598.1_4059
ppa:PAS_chr3_0005	lcl|CP014717.1_cds_AOA68828.1_2828
ppa:PAS_chr3_0005	lcl|CP014718.1_cds_AOA69734.1_4055
ppa:PAS_chr3_0005	lcl|CP014718.1_cds_AOA70062.1_4061
ppa:PAS_chr3_0005	lcl|CP014716.1_cds_AOA67382.1_1553
ppa:PAS_chr3_0006	lcl|CP014717.1_cds_AOA68446.1_2829
ppa:PAS_chr3_0006	lcl|CP014718.1_cds_AOA70192.1_4056
ppa:PAS_chr3_0008	lcl|CP014717.1_cds_AOA68264.1_2830
ppa:PAS_chr3_0008	lcl|CP014717.1_cds_AOA68264.1_2830
ppa:PAS_chr3_0008	lcl|CP014717.1_cds_AOA68335.1_2831
ppa:PAS_chr3_0012	lcl|CP014717.1_cds_AOA68711.1_2832
ppa:PAS_chr3_0012	lcl|CP014717.1_cds_AOA68711.1_2832
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014717.1_cds_AOA68910.1_2833
ppa:PAS_chr3_1145	lcl|CP014718.1_cds_AOA70108.1_4072
ppa:PAS_chr3_1145	lcl|CP014718.1_cds_AOA70108.1_4072
ppa:PAS_chr3_1145	lcl|CP014718.1_cds_AOA70108.1_4072
ppa:PAS_chr3_1145	lcl|CP014718.1_cds_AOA70108.1_4072
ppa:PAS_chr3_1145	lcl|CP014718.1_cds_AOA70108.1_4072
ppa:PAS_chr3_1145	lcl|CP014718.1_cds_AOA70108.1_4072
ppa:PAS_chr3_1145	lcl|CP014718.1_cds_AOA70108.1_4072
ppa:PAS_chr3_1145	lcl|CP014718.1_cds_AOA70108.1_4072
ppa:PAS_chr3_1145	lcl|CP014718.1_cds_AOA70108.1_4072
ppa:PAS_chr3_0014	lcl|CP014717.1_cds_AOA69332.1_2834
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0015	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0016	lcl|CP014717.1_cds_AOA69182.1_2835
ppa:PAS_chr3_0017	lcl|CP014717.1_cds_AOA68725.1_2836
ppa:PAS_chr3_0018	lcl|CP014717.1_cds_AOA68400.1_2837
ppa:PAS_chr3_0019	lcl|CP014717.1_cds_AOA68299.1_2838
ppa:PAS_chr3_0020	lcl|CP014717.1_cds_AOA69416.1_2839
ppa:PAS_chr3_0022	lcl|CP014717.1_cds_AOA68502.1_2840
ppa:PAS_chr3_0023	lcl|CP014717.1_cds_AOA69201.1_2841
ppa:PAS_chr3_0023	lcl|CP014715.1_cds_AOA66759.1_6
ppa:PAS_chr3_0024	lcl|CP014717.1_cds_AOA68440.1_2842
ppa:PAS_chr3_0025	lcl|CP014717.1_cds_AOA68394.1_2843
ppa:PAS_chr3_0026	lcl|CP014717.1_cds_AOA68924.1_2844
ppa:PAS_chr3_0027	lcl|CP014717.1_cds_AOA69099.1_2845
ppa:PAS_chr3_0028	lcl|CP014717.1_cds_AOA68943.1_2846
ppa:PAS_chr3_0029	lcl|CP014717.1_cds_AOA68414.1_2847
ppa:PAS_chr3_0030	lcl|CP014717.1_cds_AOA68981.1_2848
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr3_0032	lcl|CP014716.1_cds_AOA67512.1_1710
ppa:PAS_chr3_0032	lcl|CP014716.1_cds_AOA67512.1_1710
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr3_0032	lcl|CP014718.1_cds_AOA70335.1_4205
ppa:PAS_chr3_0032	lcl|CP014718.1_cds_AOA70335.1_4205
ppa:PAS_chr3_0032	lcl|CP014718.1_cds_AOA70335.1_4205
ppa:PAS_chr3_0035	lcl|CP014717.1_cds_AOA68862.1_2850
ppa:PAS_chr3_0036	lcl|CP014717.1_cds_AOA69172.1_2851
ppa:PAS_chr3_0037	lcl|CP014717.1_cds_AOA68386.1_2852
ppa:PAS_chr3_0038	lcl|CP014717.1_cds_AOA69322.1_2853
ppa:PAS_chr3_0039	lcl|CP014717.1_cds_AOA69156.1_2854
ppa:PAS_chr3_0040	lcl|CP014717.1_cds_AOA68255.1_2855
ppa:PAS_chr3_0041	lcl|CP014717.1_cds_AOA69264.1_2856
ppa:PAS_chr3_0042	lcl|CP014717.1_cds_AOA68819.1_2857
ppa:PAS_chr3_0043	lcl|CP014717.1_cds_AOA68586.1_2858
ppa:PAS_chr3_1147	lcl|CP014717.1_cds_AOA69210.1_2859
ppa:PAS_chr3_0044	lcl|CP014717.1_cds_AOA69338.1_2860
ppa:PAS_chr3_0045	lcl|CP014717.1_cds_AOA68322.1_2861
ppa:PAS_chr3_0046	lcl|CP014717.1_cds_AOA68878.1_2862
ppa:PAS_chr3_0047	lcl|CP014717.1_cds_AOA69278.1_2863
ppa:PAS_chr3_0048	lcl|CP014717.1_cds_AOA69020.1_2864
ppa:PAS_chr3_0050	lcl|CP014717.1_cds_AOA69337.1_2865
ppa:PAS_chr3_0051	lcl|CP014717.1_cds_AOA68529.1_2866
ppa:PAS_chr3_0052	lcl|CP014717.1_cds_AOA69199.1_2867
ppa:PAS_chr3_0053	lcl|CP014717.1_cds_AOA68717.1_2868
ppa:PAS_chr3_0054	lcl|CP014717.1_cds_AOA68955.1_2869
ppa:PAS_chr3_0055	lcl|CP014717.1_cds_AOA69378.1_2870
ppa:PAS_chr3_0057	lcl|CP014717.1_cds_AOA68803.1_2871
ppa:PAS_chr3_0058	lcl|CP014717.1_cds_AOA69195.1_2872
ppa:PAS_chr3_0058	lcl|CP014717.1_cds_AOA69195.1_2872
ppa:PAS_chr3_0061	lcl|CP014717.1_cds_AOA69331.1_2873
ppa:PAS_chr3_1148	lcl|CP014717.1_cds_AOA69311.1_2874
ppa:PAS_chr3_0062	lcl|CP014717.1_cds_AOA68729.1_2875
ppa:PAS_chr3_0063	lcl|CP014717.1_cds_AOA69166.1_2876
ppa:PAS_chr3_0064	lcl|CP014717.1_cds_AOA69147.1_2877
ppa:PAS_chr3_0065	lcl|CP014717.1_cds_AOA68351.1_2878
ppa:PAS_chr3_0066	lcl|CP014717.1_cds_AOA68338.1_2880
ppa:PAS_chr3_0067	lcl|CP014717.1_cds_AOA69098.1_2881
ppa:PAS_chr3_0068	lcl|CP014717.1_cds_AOA69418.1_2882
ppa:PAS_chr3_0069	lcl|CP014717.1_cds_AOA68991.1_2883
ppa:PAS_chr3_0071	lcl|CP014717.1_cds_AOA68589.1_2884
ppa:PAS_chr3_0072	lcl|CP014717.1_cds_AOA69274.1_2885
